year,month,state,rainfall,soil_moisture,groundwater_level,population,population_consumption_per_month,LPCD,rainfall_z,soil_moisture_z,groundwater_z,LPCD_z,WSI_entropy,WSI_entropy_0_100,WSI_equal,WSI_equal_0_100,entropy_weight_LPCD_s,entropy_weight_rainfall_s,entropy_weight_soil_s,entropy_weight_groundwater_s
2018,1,Chandigarh,0,14.88181733,23.04,1126705,4715260425,139.5,-0.916288874,-0.439430723,2.587341959,0.760441995,0.820291726,84.78341276,0.646210016,65.54899997,0.626729372,0.112425164,0.138900277,0.121945187
2018,8,Chandigarh,819.4315094,16.75970039,20.68,1135963.083,4754005496,139.4999998,-0.59443422,-0.166560018,2.184089767,0.76044189,0.811658516,83.81594166,0.628828489,63.3369335,0.626729372,0.112425164,0.138900277,0.121945187
2018,9,Chandigarh,1016.002244,16.57451153,20.065,1137285.667,4606006950,135,-0.517225564,-0.19346937,2.079004979,-1.315024691,0.18576688,13.67609339,0.37994136,31.66222137,0.626729372,0.112425164,0.138900277,0.121945187
2018,10,Chandigarh,268.8907945,8.471848435,19.45,1138608.25,4765075534,139.5000002,-0.810674491,-1.370847999,1.973920192,0.760442099,0.858430639,89.05740751,0.716981594,74.55577093,0.626729372,0.112425164,0.138900277,0.121945187
2018,11,Chandigarh,16.14096435,4.217044977,19.77,1139930.833,4616719860,134.9999996,-0.909949059,-1.989103331,2.028598455,-1.315024893,0.251668257,21.06125781,0.503883492,47.43576239,0.626729372,0.112425164,0.138900277,0.121945187
2018,12,Chandigarh,22.99626272,3.8983038,19.86,1141253.417,4776145541,139.4999998,-0.907256448,-2.03541885,2.043976717,0.76044189,0.879330416,91.39951769,0.755440598,79.45027025,0.626729372,0.112425164,0.138900277,0.121945187
2019,1,Chandigarh,78.14967075,5.408988674,19.95,1142576,4781680560,139.5,-0.885593404,-1.815904838,2.059354978,0.760441995,0.87186317,90.56270905,0.741635104,77.69330898,0.626729372,0.112425164,0.138900277,0.121945187
2019,3,Chandigarh,146.7957407,14.3312329,18,1145225.5,4792768702,139.4999995,-0.858630739,-0.519434831,1.726159311,0.760441787,0.840442008,87.04153156,0.686627615,70.69276064,0.626729372,0.112425164,0.138900277,0.121945187
2019,4,Chandigarh,109.9253337,6.091545007,20.24,1146550.25,4643528520,135.0000002,-0.873112623,-1.716724207,2.108907154,-1.315024591,0.24071173,19.83342674,0.483234158,44.80781739,0.626729372,0.112425164,0.138900277,0.121945187
2019,5,Chandigarh,82.3418583,4.418080842,22.48,1147875,4803856875,139.5,-0.883946805,-1.959891289,2.491654998,0.760441995,0.866242116,89.93279193,0.729042,76.09064291,0.626729372,0.112425164,0.138900277,0.121945187
2019,6,Chandigarh,67.97609603,3.657491893,22.43,1149199.75,4654258980,134.9999998,-0.88958936,-2.070410654,2.483111519,-1.315024792,0.243131097,20.10455049,0.485675343,45.11849568,0.626729372,0.112425164,0.138900277,0.121945187
2019,7,Chandigarh,850.8418094,13.39052761,18.92,1150524.5,4814945048,139.5000004,-0.582096946,-0.656126471,1.883359318,0.760442202,0.832520767,86.1538465,0.667926655,68.312776,0.626729372,0.112425164,0.138900277,0.121945187
2019,8,Chandigarh,798.7071652,16.17630598,15.41,1151849.25,4820489119,139.5000002,-0.602574286,-0.251331667,1.283607117,0.760442098,0.834834536,86.41313652,0.675759897,69.30967642,0.626729372,0.112425164,0.138900277,0.121945187
2019,9,Chandigarh,398.4381342,11.49437757,14.53666667,1153174,4670354700,135,-0.759791148,-0.931651506,1.134381023,-1.315024691,0.236281734,19.33698426,0.479339698,44.31218745,0.626729372,0.112425164,0.138900277,0.121945187
2019,10,Chandigarh,22.4363293,11.45567332,13.66333333,1154498.75,4831577261,139.4999998,-0.907476378,-0.937275529,0.985154929,0.760441892,0.871037138,90.47014074,0.746529454,78.31619022,0.626729372,0.112425164,0.138900277,0.121945187
2019,11,Chandigarh,186.9154643,8.159768257,12.79,1155823.5,4681085160,134.9999996,-0.842872595,-1.416195624,0.835928835,-1.315024891,0.259835157,21.97647227,0.524494148,50.05878517,0.626729372,0.112425164,0.138900277,0.121945187
2019,12,Chandigarh,111.2325414,15.44355745,16.895,1157148.25,4842665434,139.5000002,-0.872599181,-0.357805607,1.537348433,0.760442098,0.84039182,87.03590729,0.687788721,70.84052917,0.626729372,0.112425164,0.138900277,0.121945187
2020,1,Chandigarh,164.5324605,12.61699111,21,1158473,4848209505,139.5,-0.851664146,-0.768527213,2.23876803,0.760441995,0.835931544,86.53607152,0.675508959,69.27774078,0.626729372,0.112425164,0.138900277,0.121945187
2020,11,Chandigarh,113.3329971,5.237332573,21.85,1199745.5,4858969260,134.9999996,-0.871774168,-1.840847776,2.384007167,-1.315024883,0.238082406,19.53877448,0.476922495,44.00456123,0.626729372,0.112425164,0.138900277,0.121945187
2020,12,Chandigarh,31.27338361,7.519658594,21.47,1203872.75,5038207451,139.4999998,-0.904005377,-1.509208431,2.319076729,0.760441896,0.85749888,88.95299093,0.7145431,74.2454351,0.626729372,0.112425164,0.138900277,0.121945187
2021,1,Chandigarh,11.34122807,7.640411765,21.09,1208000,5055480000,139.5,-0.911834289,-1.491662076,2.254146292,0.760441995,0.858692984,89.08680686,0.717161521,74.57866942,0.626729372,0.112425164,0.138900277,0.121945187
2021,3,Chandigarh,22.77542128,3.938769477,21.55,1209833.333,5063152500,139.5,-0.90734319,-2.029538879,2.332746295,0.760441995,0.87260719,90.64608689,0.741701024,77.70169827,0.626729372,0.112425164,0.138900277,0.121945187
2021,4,Chandigarh,50.03746321,3.56320341,21.78,1210750,4903537500,135,-0.89663526,-2.084111488,2.372046297,-1.315024691,0.246268221,20.45610878,0.492042842,45.92885783,0.626729372,0.112425164,0.138900277,0.121945187
2021,5,Chandigarh,143.6528447,5.631758919,22.01,1211666.667,5070825000,139.5,-0.8598652,-1.783534626,2.411346299,0.760441995,0.862143358,89.47346913,0.721811649,75.17046971,0.626729372,0.112425164,0.138900277,0.121945187
2021,6,Chandigarh,290.1296755,10.27409233,22.24,1212583.333,4910962500,135,-0.802332326,-1.108968241,2.450646301,-1.315024691,0.212921551,16.71915135,0.430366448,38.07958878,0.626729372,0.112425164,0.138900277,0.121945187
2021,7,Chandigarh,531.7951354,9.692279284,22.47,1213500,5078497500,139.5,-0.707411454,-1.193510106,2.489946302,0.760441995,0.838371931,86.80955077,0.676622554,69.41946287,0.626729372,0.112425164,0.138900277,0.121945187
2021,8,Chandigarh,459.6354122,13.58598569,22.7,1214416.667,5082333750,139.5,-0.735754205,-0.627724924,2.529246304,0.760441995,0.821683391,84.93936813,0.646726428,65.61472138,0.626729372,0.112425164,0.138900277,0.121945187
2021,9,Chandigarh,482.7441387,14.28648537,21.33,1215333.333,4922100000,135,-0.726677606,-0.525936989,2.295154989,-1.315024691,0.196994774,14.93433482,0.401612086,34.42015426,0.626729372,0.112425164,0.138900277,0.121945187
2021,10,Chandigarh,121.3119003,10.07574897,19.96,1216250,5090006250,139.5,-0.868640231,-1.137789041,2.061063674,0.760441995,0.851348581,88.26376454,0.70448447,72.96531978,0.626729372,0.112425164,0.138900277,0.121945187
2021,11,Chandigarh,0.739250046,7.289744236,18.59,1217166.667,4929525000,135,-0.915998513,-1.542616738,1.826972359,-1.315024691,0.243283368,20.12161448,0.490014494,45.6707193,0.626729372,0.112425164,0.138900277,0.121945187
2021,12,Chandigarh,1.88099922,4.5037395,19.64,1218083.333,5097678750,139.5,-0.915550059,-1.947444434,2.006385411,0.760441995,0.877844976,91.23305346,0.753086949,79.15073227,0.626729372,0.112425164,0.138900277,0.121945187
2022,1,Chandigarh,606.3640214,15.4777653,20.69,1219000,5101515000,139.5,-0.678122438,-0.352834945,2.185798462,0.760441995,0.81963876,84.71023886,0.644256662,65.3004057,0.626729372,0.112425164,0.138900277,0.121945187
2022,3,Chandigarh,0.028986972,6.861608016,18.11666667,1221000,5109885000,139.5,-0.916277489,-1.60482819,1.746094094,0.760441995,0.87368773,90.76717638,0.747091973,78.38777938,0.626729372,0.112425164,0.138900277,0.121945187
2022,4,Chandigarh,3.048,3.221325383,16.83,1222000,4949100000,135,-0.915091687,-2.133788968,1.52624191,-1.315024691,0.267482872,22.83350495,0.535266137,51.42968637,0.626729372,0.112425164,0.138900277,0.121945187
2022,5,Chandigarh,59.153,4.11529131,22.21,1223000,5118255000,139.5,-0.893054878,-2.003888913,2.445520213,0.760441995,0.868860146,90.22617859,0.734133012,76.7385524,0.626729372,0.112425164,0.138900277,0.121945187
2022,6,Chandigarh,115.447,5.760755583,21.91,1224000,4957200000,135,-0.870943834,-1.764790428,2.394259341,-1.315024691,0.235585708,19.25898486,0.472359845,43.42389394,0.626729372,0.112425164,0.138900277,0.121945187
2022,7,Chandigarh,861.738,16.90696598,21.61,1225000,5126625000,139.5,-0.577817162,-0.145161207,2.34299847,0.760441995,0.806919199,83.28483539,0.619182598,62.10934571,0.626729372,0.112425164,0.138900277,0.121945187
2022,8,Chandigarh,302.0271359,13.46428606,21.31,1226000,5130810000,139.5,-0.797659265,-0.645408806,2.291737598,0.760441995,0.829469058,85.81186014,0.662883151,67.67091263,0.626729372,0.112425164,0.138900277,0.121945187
2022,9,Chandigarh,413.4,9.87067139,21.35,1227000,4969350000,135,-0.753914457,-1.167588375,2.298572381,-1.315024691,0.216631172,17.13486595,0.437285054,38.96008768,0.626729372,0.112425164,0.138900277,0.121945187
2022,10,Chandigarh,54.273,9.658821083,21.39,1228000,5139180000,139.5,-0.894971635,-1.198371837,2.305407163,0.760441995,0.848385085,87.93166365,0.698101193,72.15294974,0.626729372,0.112425164,0.138900277,0.121945187
2022,11,Chandigarh,0.103,4.642994431,21.43,1229000,4977450000,135,-0.916248418,-1.927209633,2.312241946,-1.315024691,0.243600688,20.1571746,0.487833142,45.39310877,0.626729372,0.112425164,0.138900277,0.121945187
2022,12,Chandigarh,0.172,3.179435894,21.77,1230000,5147550000,139.5,-0.916221316,-2.139875829,2.370337601,0.760441995,0.875271211,90.94462742,0.746396405,78.29925774,0.626729372,0.112425164,0.138900277,0.121945187
2023,1,Chandigarh,48.852,3.836768507,22.11,1231000,5151735000,139.5,-0.897100884,-2.044360397,2.428433256,0.760441995,0.870561855,90.41687864,0.737344823,77.1473047,0.626729372,0.112425164,0.138900277,0.121945187
2023,3,Chandigarh,138.552,6.515193975,22.44,1233000,5160105000,139.5,-0.861868699,-1.655164787,2.484820215,0.760441995,0.856757862,88.86994955,0.711727044,73.88704874,0.626729372,0.112425164,0.138900277,0.121945187
2023,4,Chandigarh,69.652,7.986095488,22.605,1234000,4997700000,135,-0.888931102,-1.4414316,2.513013695,-1.315024691,0.223916925,17.95133574,0.450914369,40.69462753,0.626729372,0.112425164,0.138900277,0.121945187
2023,5,Chandigarh,192.899,8.747150045,22.77,1235000,5168475000,139.5,-0.840522394,-1.330844579,2.541207174,0.760441995,0.845284349,87.58418318,0.690482099,71.18330299,0.626729372,0.112425164,0.138900277,0.121945187
2023,6,Chandigarh,254.03,9.367249957,22.9,1236000,5005800000,135,-0.816511483,-1.240739341,2.563420219,-1.315024691,0.214671096,16.91521216,0.433057042,38.42200816,0.626729372,0.112425164,0.138900277,0.121945187
2023,7,Chandigarh,1356.794,15.8779289,22.12,1237000,5176845000,139.5,-0.383370066,-0.294688129,2.430141952,0.760441995,0.80345236,82.8963279,0.609951001,60.93448309,0.626729372,0.112425164,0.138900277,0.121945187
2023,8,Chandigarh,402.109,13.77214426,22.21,1238000,5181030000,139.5,-0.758349313,-0.600674667,2.445520213,0.760441995,0.823471572,85.13975861,0.650710492,66.12175473,0.626729372,0.112425164,0.138900277,0.121945187
2023,9,Chandigarh,91.147,8.360570267,22.18,1239000,5017950000,135,-0.880488339,-1.387017564,2.440394126,-1.315024691,0.223707204,17.92783349,0.450840869,40.68527344,0.626729372,0.112425164,0.138900277,0.121945187
2023,12,Chandigarh,54.41,9.760132956,23.21,1242000,5197770000,139.5,-0.894917824,-1.183650451,2.616389786,0.760441995,0.840893237,87.09209809,0.682850311,70.21204067,0.626729372,0.112425164,0.138900277,0.121945187
2024,3,Chandigarh,17.586,5.810527516,10.62,1245666.667,5213115000,139.5,-0.90938148,-1.757558188,0.465141862,0.760441995,0.907042343,94.50502388,0.814310917,86.94242303,0.626729372,0.112425164,0.138900277,0.121945187
2024,4,Chandigarh,16.121,4.200487744,-5.31,1247000,5050350000,135,-0.9099569,-1.991509223,-2.256810437,-1.315024691,0.348984369,31.96687932,0.703373606,72.82394531,0.626729372,0.112425164,0.138900277,0.121945187
2018,1,Chhattisgarh,0,26.35704776,6.466428571,28566990,1.20E+11,139.5,-0.916288874,1.228007614,-0.244577115,0.760441995,0.835468358,86.48416509,0.689607273,71.07196782,0.626729372,0.112425164,0.138900277,0.121945187
2018,3,Chhattisgarh,185.247996,26.35704776,6.928598901,28639207.83,1.20E+11,139.5,-0.84352754,1.228007614,-0.165606268,0.760442003,0.831471918,86.03630847,0.681031472,69.98056539,0.626729372,0.112425164,0.138900277,0.121945187
2018,4,Chhattisgarh,11.29002749,26.35704776,7.159684066,28675316.75,1.16E+11,135,-0.9118544,1.228007614,-0.126120844,-1.315024695,0.205916736,15.93416459,0.433797847,38.51628704,0.626729372,0.112425164,0.138900277,0.121945187
2018,5,Chhattisgarh,554.8053656,26.35704776,7.390769231,28711425.67,1.20E+11,139.5,-0.698373543,1.228007614,-0.086635421,0.760441995,0.825282215,85.34266629,0.667578519,68.26847034,0.626729372,0.112425164,0.138900277,0.121945187
2018,6,Chhattisgarh,624.8662144,26.35704776,7.297884615,28747534.58,1.16E+11,135,-0.670855184,1.228007614,-0.102506575,-1.315024687,0.198079403,15.05588262,0.416462979,36.31015868,0.626729372,0.112425164,0.138900277,0.121945187
2018,7,Chhattisgarh,4285.605756,26.35704776,7.205,28783643.5,1.20E+11,139.5,0.767002702,1.228007614,-0.11837773,0.760441986,0.781606468,80.44819245,0.570331658,55.89231282,0.626729372,0.112425164,0.138900277,0.121945187
2018,10,Chhattisgarh,3203.691355,13.32970522,1.26,28891970.25,1.21E+11,139.5,0.342050548,-0.664964428,-1.134197342,0.760441999,0.873257009,90.71890808,0.746514518,78.31428938,0.626729372,0.112425164,0.138900277,0.121945187
2018,11,Chhattisgarh,104.4206181,8.610313725,5.089230769,28928079.17,1.17E+11,135,-0.875274754,-1.350727938,-0.479898315,-1.315024683,0.288748578,25.21662254,0.584422194,57.68554999,0.626729372,0.112425164,0.138900277,0.121945187
2018,12,Chhattisgarh,1517.566666,12.97152001,4.26,28964188.08,1.21E+11,139.5,-0.320222103,-0.717011464,-0.621588623,0.760441991,0.883221644,91.8355838,0.770042843,81.30863035,0.626729372,0.112425164,0.138900277,0.121945187
2019,1,Chhattisgarh,423.2253563,14.36959033,5.769285714,29000297,1.21E+11,139.5,-0.750055273,-0.513861205,-0.363697617,0.760441995,0.884411791,91.96895632,0.776240033,82.09731804,0.626729372,0.112425164,0.138900277,0.121945187
2019,3,Chhattisgarh,538.0811763,12.76664328,3.526666667,29072952.67,1.22E+11,139.5,-0.704942436,-0.746781614,-0.746892976,0.760441995,0.898597183,93.55862641,0.803368384,85.5498176,0.626729372,0.112425164,0.138900277,0.121945187
2019,4,Chhattisgarh,693.24085,9.521007138,4.085,29109280.5,1.18E+11,135,-0.643999133,-1.218397253,-0.651490798,-1.315024683,0.281739974,24.43121118,0.569812299,55.82621631,0.626729372,0.112425164,0.138900277,0.121945187
2019,5,Chhattisgarh,1160.659459,9.772876216,7.656923077,29145608.33,1.22E+11,139.5,-0.460407395,-1.181798758,-0.041157827,0.760441995,0.887979876,92.36880975,0.777111027,82.20816536,0.626729372,0.112425164,0.138900277,0.121945187
2019,6,Chhattisgarh,5439.359426,19.97267456,13.26,29181936.17,1.18E+11,135,1.220171739,0.300309587,0.916237535,-1.315024699,0.144979417,9.105291834,0.29082263,20.32049332,0.626729372,0.112425164,0.138900277,0.121945187
2019,10,Chhattisgarh,4362.127193,27.6578879,4.089583333,29327247.5,1.23E+11,139.5,0.797058638,1.417029589,-0.650707646,0.760441987,0.787211187,81.07627896,0.5830563,57.511719,0.626729372,0.112425164,0.138900277,0.121945187
2019,11,Chhattisgarh,46.2311137,19.2582746,3.8175,29363575.33,1.19E+11,135,-0.89813031,0.196501835,-0.697198409,-1.315024691,0.248825089,20.74264131,0.51409328,48.73511491,0.626729372,0.112425164,0.138900277,0.121945187
2019,12,Chhattisgarh,165.6536385,13.39930229,4.263333333,29399903.17,1.23E+11,139.5,-0.851223772,-0.654851443,-0.621019057,0.760442003,0.897466464,93.43191367,0.802496887,85.43890622,0.626729372,0.112425164,0.138900277,0.121945187
2020,1,Chhattisgarh,947.6699401,17.58091175,5.184615385,29436231,1.23E+11,139.5,-0.544064988,-0.047231756,-0.463599987,0.760441995,0.866701453,89.98426696,0.742286184,77.77616889,0.626729372,0.112425164,0.138900277,0.121945187
2020,3,Chhattisgarh,1951.460252,21.17247395,4.512307692,29445692.5,1.23E+11,139.5,-0.149798256,0.474649572,-0.578476915,0.760442003,0.842000278,87.21615741,0.693417195,71.55683904,0.626729372,0.112425164,0.138900277,0.121945187
2020,4,Chhattisgarh,1697.520788,21.80496755,4.176153846,29450423.25,1.19E+11,135,-0.249540086,0.566555708,-0.635915379,-1.315024687,0.216890768,17.16395726,0.447939517,40.31603185,0.626729372,0.112425164,0.138900277,0.121945187
2020,5,Chhattisgarh,2411.701006,21.64155922,3.84,29455154,1.23E+11,139.5,0.030974178,0.542811233,-0.693353843,0.760441995,0.837123746,86.66967425,0.682971171,70.22742186,0.626729372,0.112425164,0.138900277,0.121945187
2020,6,Chhattisgarh,9045.316947,27.62273505,3.503846154,29459884.75,1.19E+11,135,2.636512454,1.411921612,-0.750792307,-1.315024695,0.107174085,4.86867949,0.214057593,10.55096267,0.626729372,0.112425164,0.138900277,0.121945187
2020,7,Chhattisgarh,9093.801025,30.4187003,3.167692308,29464615.5,1.23E+11,139.5,2.655555932,1.818196648,-0.808230772,0.760441987,0.722669963,73.84353866,0.44392077,39.8045846,0.626729372,0.112425164,0.138900277,0.121945187
2020,8,Chhattisgarh,6116.091938,31.42045845,2.831538462,29469346.25,1.23E+11,139.5,1.485977369,1.963759734,-0.865669236,0.760441999,0.755122674,77.4803156,0.517675848,49.19105175,0.626729372,0.112425164,0.138900277,0.121945187
2020,9,Chhattisgarh,4531.312849,29.9698613,3.370512821,29474077,1.19E+11,135,0.863511038,1.752976924,-0.773574917,-1.315024691,0.151367245,9.821136689,0.316495636,23.58777787,0.626729372,0.112425164,0.138900277,0.121945187
2020,10,Chhattisgarh,2356.601778,22.79343134,3.909487179,29478807.75,1.23E+11,139.5,0.009332414,0.710187021,-0.681480599,0.760441991,0.832582826,86.16080114,0.675008669,69.21407119,0.626729372,0.112425164,0.138900277,0.121945187
2020,11,Chhattisgarh,416.7382517,15.69613658,4.448461538,29483538.5,1.19E+11,135,-0.752603265,-0.321103936,-0.58938628,-1.315024683,0.257206758,21.68192369,0.526698069,50.33926794,0.626729372,0.112425164,0.138900277,0.121945187
2020,12,Chhattisgarh,846.5104544,14.28832115,5.082802198,29488269.25,1.23E+11,139.5,-0.583798207,-0.525670235,-0.480996762,0.760441999,0.882384151,91.74173107,0.771121739,81.4459364,0.626729372,0.112425164,0.138900277,0.121945187
2021,1,Chhattisgarh,479.7964619,13.60188195,5.717142857,29493000,1.23E+11,139.5,-0.727835388,-0.625415077,-0.372607245,0.760441995,0.887224673,92.28417883,0.781068071,82.71175998,0.626729372,0.112425164,0.138900277,0.121945187
2021,3,Chhattisgarh,233.0381714,13.3671966,5.232464678,29550166.67,1.24E+11,139.5,-0.824756611,-0.659516645,-0.455423998,0.760441995,0.893044225,92.93634042,0.793257282,84.26302442,0.626729372,0.112425164,0.138900277,0.121945187
2021,4,Chhattisgarh,650.4923648,16.39676083,4.990125589,29578750,1.20E+11,135,-0.660789796,-0.219297899,-0.496832375,-1.315024691,0.249327929,20.79899155,0.510812762,48.31761857,0.626729372,0.112425164,0.138900277,0.121945187
2021,5,Chhattisgarh,2887.21064,21.42303957,4.747786499,29607333.33,1.24E+11,139.5,0.217743892,0.511058664,-0.538240752,0.760441995,0.828880122,85.74586174,0.664854676,67.92181946,0.626729372,0.112425164,0.138900277,0.121945187
2021,6,Chhattisgarh,7947.793726,24.86504846,4.50544741,29635916.67,1.20E+11,135,2.205429499,1.011208758,-0.579649129,-1.315024691,0.128146947,7.218979928,0.256369413,15.93579201,0.626729372,0.112425164,0.138900277,0.121945187
2021,8,Chhattisgarh,5676.290924,25.43036168,4.020769231,29693083.33,1.24E+11,139.5,1.313233215,1.093353072,-0.662465882,0.760441995,0.781367931,80.42146104,0.565977758,55.33821211,0.626729372,0.112425164,0.138900277,0.121945187
2021,9,Chhattisgarh,9157.030938,27.46625649,4.156923077,29721666.67,1.20E+11,135,2.68039125,1.389184087,-0.639201332,-1.315024691,0.10398181,4.510940754,0.207114821,9.667388221,0.626729372,0.112425164,0.138900277,0.121945187
2021,10,Chhattisgarh,1245.608058,23.2954866,4.293076923,29750250,1.25E+11,139.5,-0.427041456,0.783139472,-0.615936783,0.760441995,0.842168627,87.23502325,0.697493066,72.0755562,0.626729372,0.112425164,0.138900277,0.121945187
2021,11,Chhattisgarh,531.2774304,19.40578414,4.429230769,29778833.33,1.21E+11,135,-0.707614797,0.217936093,-0.592672233,-1.315024691,0.240050204,19.75929366,0.495259761,46.3382601,0.626729372,0.112425164,0.138900277,0.121945187
2021,12,Chhattisgarh,935.5322926,15.51608167,4.824615385,29807416.67,1.25E+11,139.5,-0.548832389,-0.347267285,-0.525113033,0.760441995,0.877074115,91.1466678,0.761365978,80.20436586,0.626729372,0.112425164,0.138900277,0.121945187
2022,1,Chhattisgarh,1497.241758,21.24633361,5.22,29836000,1.25E+11,139.5,-0.328205279,0.485381943,-0.457553833,0.760441995,0.84434548,87.47896986,0.699242497,72.29819821,0.626729372,0.112425164,0.138900277,0.121945187
2022,3,Chhattisgarh,69.94982071,16.06642489,6.198461538,29893333.33,1.25E+11,139.5,-0.888814125,-0.267298225,-0.290364527,0.760441995,0.879693387,91.44019365,0.769113001,81.19029359,0.626729372,0.112425164,0.138900277,0.121945187
2022,4,Chhattisgarh,396.432648,15.63686607,6.687692308,29922000,1.21E+11,135,-0.760578859,-0.329716393,-0.206769875,-1.315024691,0.249019546,20.76443287,0.509891959,48.20043217,0.626729372,0.112425164,0.138900277,0.121945187
2022,5,Chhattisgarh,995.6615163,18.23455866,7.176923077,29950666.67,1.25E+11,139.5,-0.525214954,0.047748116,-0.123175222,0.760441995,0.855609409,88.74124951,0.720146923,74.95860768,0.626729372,0.112425164,0.138900277,0.121945187
2022,6,Chhattisgarh,4320.321222,21.94008137,5.810769231,29979333.33,1.21E+11,135,0.780638173,0.586188774,-0.356609346,-1.315024691,0.178763782,12.89129909,0.364501735,29.69729178,0.626729372,0.112425164,0.138900277,0.121945187
2022,9,Chhattisgarh,5528.696654,26.22196455,3.408205128,30065333.33,1.22E+11,135,1.255261436,1.208378995,-0.767134449,-1.315024691,0.155384085,10.2712794,0.318658228,23.86300102,0.626729372,0.112425164,0.138900277,0.121945187
2022,10,Chhattisgarh,2154.690214,22.95389266,3.737948718,30094000,1.26E+11,139.5,-0.069974002,0.733503272,-0.710791302,0.760441995,0.834964293,86.4276776,0.680479794,69.91035593,0.626729372,0.112425164,0.138900277,0.121945187
2022,11,Chhattisgarh,3.207013636,15.54468151,4.067692308,30122666.67,1.22E+11,135,-0.91502923,-0.343111511,-0.654448156,-1.315024691,0.264251969,22.47143737,0.541833625,52.26550006,0.626729372,0.112425164,0.138900277,0.121945187
2022,12,Chhattisgarh,46.07492502,13.33247325,4.815022624,30151333.33,1.26E+11,139.5,-0.898191658,-0.664562211,-0.526752144,0.760441995,0.89703618,93.3836944,0.801790257,85.34897665,0.626729372,0.112425164,0.138900277,0.121945187
2023,1,Chhattisgarh,15.3357907,12.44680256,5.562352941,30180000,1.26E+11,139.5,-0.910265313,-0.793256904,-0.399056132,0.760441995,0.898292759,93.52451151,0.803481809,85.56425268,0.626729372,0.112425164,0.138900277,0.121945187
2023,3,Chhattisgarh,987.0605899,14.93875551,10.89633987,30237333.33,1.27E+11,139.5,-0.528593208,-0.431157171,0.512359937,0.760441995,0.855388007,88.71643834,0.716182813,74.45411374,0.626729372,0.112425164,0.138900277,0.121945187
2023,4,Chhattisgarh,1300.069633,18.99744692,13.56333333,30266000,1.23E+11,135,-0.405650148,0.158601587,0.968067972,-1.315024691,0.197231854,14.96090298,0.405452512,34.90890753,0.626729372,0.112425164,0.138900277,0.121945187
2023,5,Chhattisgarh,1108.952017,20.20125826,11.43722222,30294666.67,1.27E+11,139.5,-0.48071694,0.33352454,0.604780274,0.760441995,0.829329808,85.79625534,0.668142285,68.34021831,0.626729372,0.112425164,0.138900277,0.121945187
2023,6,Chhattisgarh,4849.206636,19.61678533,13.292,30323333.33,1.23E+11,135,0.988372718,0.248596173,0.921705361,-1.315024691,0.15340041,10.04898109,0.308924705,22.62426053,0.626729372,0.112425164,0.138900277,0.121945187
2023,7,Chhattisgarh,8264.412358,26.36055389,10.582,30352000,1.27E+11,139.5,2.329790326,1.228517082,0.458648818,0.760441995,0.721150235,73.67323204,0.438174507,39.07328424,0.626729372,0.112425164,0.138900277,0.121945187
2023,8,Chhattisgarh,6757.694223,25.42159334,8.094705882,30380666.67,1.27E+11,139.5,1.737984619,1.092078966,0.033645934,0.760441995,0.752740629,77.21337435,0.505045517,47.583648,0.626729372,0.112425164,0.138900277,0.121945187
2023,9,Chhattisgarh,8291.442703,26.80780588,6.838823529,30409333.33,1.23E+11,135,2.340407251,1.293506201,-0.180946147,-1.315024691,0.106699959,4.815547118,0.213770614,10.51444019,0.626729372,0.112425164,0.138900277,0.121945187
2023,10,Chhattisgarh,738.1090775,18.74662418,6.874705882,30438000,1.27E+11,139.5,-0.626375881,0.122155134,-0.174814945,0.760441995,0.857655691,88.97056379,0.725422203,75.62996816,0.626729372,0.112425164,0.138900277,0.121945187
2023,11,Chhattisgarh,96.78923592,14.06509245,8.002941176,30466666.67,1.23E+11,135,-0.878272193,-0.558107064,0.017966138,-1.315024691,0.254208831,21.34596438,0.519467029,49.41900708,0.626729372,0.112425164,0.138900277,0.121945187
2023,12,Chhattisgarh,756.9322988,17.73395745,8.621176471,30495333.33,1.28E+11,139.5,-0.618982534,-0.024993051,0.123603739,0.760441995,0.854991655,88.67202153,0.718837768,74.79199754,0.626729372,0.112425164,0.138900277,0.121945187
2024,1,Chhattisgarh,95.69944791,15.68878704,9.397647059,30524000,1.28E+11,139.5,-0.878700238,-0.32217188,0.256278937,0.760441995,0.86859783,90.19678238,0.745908547,78.23717031,0.626729372,0.112425164,0.138900277,0.121945187
2024,3,Chhattisgarh,730.0451585,15.26193506,7.763947368,30581166.67,1.28E+11,139.5,-0.629543211,-0.384196723,-0.022870632,0.760441995,0.869209562,90.26533547,0.745395296,78.17185111,0.626729372,0.112425164,0.138900277,0.121945187
2024,4,Chhattisgarh,630.6306407,15.43539656,4.24,30609750,1.24E+11,135,-0.668591044,-0.358991446,-0.625006014,-1.315024691,0.256585073,21.61225527,0.524702584,50.08531191,0.626729372,0.112425164,0.138900277,0.121945187
2018,1,Delhi,0,12.66842151,12.98,18345784,76777106040,139.5,-0.916288874,-0.761053984,0.868394054,0.760441995,0.868766148,90.21564472,0.743218173,77.89477886,0.626729372,0.112425164,0.138900277,0.121945187
2018,3,Delhi,0,12.66842151,13.605,18376120.33,76904063595,139.5,-0.916288874,-0.761053984,0.975187537,0.760441995,0.866342778,89.94407247,0.738250019,77.26250489,0.626729372,0.112425164,0.138900277,0.121945187
