year,month,state,rainfall,soil_moisture,groundwater_level,population,population_consumption_per_month
2023,2,Chhattisgarh,1.2690092418,12.206918217932174,8.229346405228759,30208666.666666668,114188760000.0
2023,3,Chhattisgarh,987.0605899367,14.9387555144175,10.896339869281046,30237333.333333332,126543240000.0
2023,4,Chhattisgarh,1300.0696329443,18.99744691767336,13.563333333333333,30266000.0,122577300000.0
2023,5,Chhattisgarh,1108.9520171794,20.20125826440234,11.437222222222225,30294666.666666668,126783180000.0
2023,6,Chhattisgarh,4849.2066362474,19.616785326911668,13.292,30323333.333333332,122809500000.0
2023,7,Chhattisgarh,8264.4123581288,26.3605538907807,10.582,30352000.0,127023120000.0
2023,8,Chhattisgarh,6757.6942227286,25.421593339345417,8.094705882352942,30380666.666666668,127143090000.0
2023,9,Chhattisgarh,8291.4427028653,26.807805878776257,6.838823529411765,30409333.333333332,123157800000.0
2023,10,Chhattisgarh,738.1090775346,18.74662418092679,6.874705882352941,30438000.0,127383030000.0
2023,11,Chhattisgarh,96.7892359211,14.065092452552562,8.00294117647059,30466666.666666668,123390000000.0
2023,12,Chhattisgarh,756.9322988362,17.733957446378405,8.621176470588235,30495333.333333332,127622970000.0
2024,1,Chhattisgarh,95.6994479056,15.688787041269231,9.397647058823528,30524000.0,127742940000.0
2024,2,Chhattisgarh,146.8290590844,14.991293040160484,11.287894736842103,30552583.333333332,115488765000.0
2024,3,Chhattisgarh,730.0451585387,15.261935056353227,7.763947368421052,30581166.666666668,127982182500.0
2024,4,Chhattisgarh,630.6306406769,15.435396560561133,4.24,30609750.0,123969487500.0
2024,5,Chhattisgarh,947.246782731,16.537067985927127,-13.03,30638333.333333332,128221425000.0
2024,6,Chhattisgarh,4112.5385281488,21.363009819506615,-13.4675,30666916.666666668,124201012500.0
2024,7,Chhattisgarh,9300.5696848366,26.150355372085414,-11.731,30695500.0,128460667500.0
2024,8,Chhattisgarh,10348.2094802363,31.184321503118653,-8.859,30724083.333333332,128580288750.0
2024,9,Chhattisgarh,8556.387882882,30.03330038521398,-8.51,30752666.666666668,124548300000.0
2024,10,Chhattisgarh,1341.321884555,24.509729966674353,-9.5465,30781250.0,128819531250.0
2024,11,Chhattisgarh,31.8124176531,,-9.834,30809833.333333332,124779825000.0
2024,12,Chhattisgarh,121.4048826058,,-11.454,30838416.666666668,129058773750.0
2025,1,Chhattisgarh,10.0808684665,,,,
2025,2,Chhattisgarh,23.0379723658,,,,
2025,3,Chhattisgarh,478.0210372055,,,,
2025,4,Chhattisgarh,1472.1465960038,,,,
2025,5,Chhattisgarh,4885.5058485512,,,,
2025,6,Chhattisgarh,7961.7070741136,,,,
2021,1,DNH & Diu,,,,638399.0,2671699815.0
2021,2,DNH & Diu,,,,638880.25,2414967352.0
2021,3,DNH & Diu,,,,639361.5,2675727862.0
2021,4,DNH & Diu,,,,639842.75,2591363130.0
2021,5,DNH & Diu,,,,640324.0,2679755940.0
2021,6,DNH & Diu,,,,640805.25,2595261270.0
2021,7,DNH & Diu,,,,641286.5,2683784018.0
2021,8,DNH & Diu,,,,641767.75,2685798026.0
2021,9,DNH & Diu,,,,642249.0,2601108450.0
2021,10,DNH & Diu,,,,642730.25,2689826104.0
2021,11,DNH & Diu,,,,643211.5,2605006560.0
2021,12,DNH & Diu,,,,643692.75,2693854151.0
2022,1,DNH & Diu,,,,644174.0,2695868190.0
2022,2,DNH & Diu,,,,644732.8333333334,2437090096.0
2022,3,DNH & Diu,,,,645291.6666666666,2700545625.0
2022,4,DNH & Diu,,,,645850.5,2615694540.0
2022,5,DNH & Diu,,,,646409.3333333334,2705223060.0
2022,6,DNH & Diu,,,,646968.1666666666,2620221060.0
2022,7,DNH & Diu,,,,647527.0,2709900495.0
2022,8,DNH & Diu,,,,648085.8333333334,2712239228.0
2022,9,DNH & Diu,,,,648644.6666666666,2627010900.0
2022,10,DNH & Diu,,,,649203.5,2716916632.0
2022,11,DNH & Diu,,,,649762.3333333334,2631537450.0
2022,12,DNH & Diu,,,,650321.1666666666,2721594098.0
2023,1,DNH & Diu,,,,650880.0,2723932800.0
2023,2,DNH & Diu,,,,651438.9166666666,2462439112.0
2023,3,DNH & Diu,,,,651997.8333333334,2728610948.0
2023,4,DNH & Diu,,,,652556.75,2642854830.0
2023,5,DNH & Diu,,,,653115.6666666666,2733289065.0
2023,6,DNH & Diu,,,,653674.5833333334,2647382070.0
2023,7,DNH & Diu,,,,654233.5,2737967182.0
2023,8,DNH & Diu,,,,654792.4166666666,2740306256.0
2023,9,DNH & Diu,,,,655351.3333333334,2654172900.0
2023,10,DNH & Diu,,,,655910.25,2744984404.0
2023,11,DNH & Diu,,,,656469.1666666666,2658700140.0
2023,12,DNH & Diu,,,,657028.0833333334,2749662521.0
2024,1,DNH & Diu,,,,657587.0,2752001595.0
2024,2,DNH & Diu,,,,655013.3333333334,2475950400.0
2024,3,DNH & Diu,,,,652439.6666666666,2730460005.0
2024,4,DNH & Diu,,,,649866.0,2631957300.0
2024,5,DNH & Diu,,,,647292.3333333334,2708918415.0
2024,6,DNH & Diu,,,,644718.6666666666,2611110600.0
2024,7,DNH & Diu,,,,642145.0,2687376825.0
2024,8,DNH & Diu,,,,639571.3333333334,2676606030.0
2024,9,DNH & Diu,,,,636997.6666666666,2579840550.0
2024,10,DNH & Diu,,,,634424.0,2655064440.0
2024,11,DNH & Diu,,,,631850.3333333334,2558993850.0
2024,12,DNH & Diu,,,,629276.6666666666,2633522850.0
2018,1,Dadra & Nagar Haveli,,,,378979.0,1586027115.0
2018,2,Dadra & Nagar Haveli,,,,388389.25,1468111372.0
2018,3,Dadra & Nagar Haveli,,,,397799.5,1664790892.0
2018,4,Dadra & Nagar Haveli,,,,407209.75,1649199480.0
2018,5,Dadra & Nagar Haveli,,,,416620.0,1743554700.0
2018,6,Dadra & Nagar Haveli,,,,426030.25,1725422520.0
2018,7,Dadra & Nagar Haveli,,,,435440.5,1822318508.0
2018,8,Dadra & Nagar Haveli,,,,444850.75,1861700381.0
2018,9,Dadra & Nagar Haveli,,,,454261.0,1839757050.0
2018,10,Dadra & Nagar Haveli,,,,463671.25,1940464189.0
2018,11,Dadra & Nagar Haveli,,,,473081.5,1915980060.0
2018,12,Dadra & Nagar Haveli,,,,482491.75,2019227966.0
2018,1,Daman & Diu,,,,220084.0,921051540.0
2018,2,Daman & Diu,,,,221826.58333333337,838504492.0
2018,3,Daman & Diu,,,,223569.16666666663,935636947.0
2018,4,Daman & Diu,,,,225311.75,912512580.0
2018,5,Daman & Diu,,,,227054.33333333337,950222385.0
2018,6,Daman & Diu,,,,228796.91666666663,926627520.0
2018,7,Daman & Diu,,,,230539.5,964807792.0
2018,8,Daman & Diu,,,,232282.08333333337,972100511.0
2018,9,Daman & Diu,,,,234024.66666666663,947799900.0
2018,10,Daman & Diu,,,,235767.25,986685949.0
2018,11,Daman & Diu,,,,237509.83333333337,961914840.0
2018,12,Daman & Diu,,,,239252.41666666663,1001271356.0
2018,1,Delhi,0.0,,12.98,18345784.0,76777106040.0
2018,2,Delhi,18.88781156,,13.2925,18360952.166666668,69404399176.0
2018,3,Delhi,0.0,,13.605,18376120.333333332,76904063595.0
2018,4,Delhi,0.0,,13.9175,18391288.5,74484718440.0
2018,5,Delhi,48.212140684,,14.23,18406456.666666668,77031021150.0
2018,6,Delhi,48.279660131,,13.64,18421624.833333332,74607580560.0
2018,7,Delhi,6629.507167412,12.668421513636364,13.05,18436793.0,77157978705.0
2018,8,Delhi,10628.440581253,11.121909756986302,12.46,18451961.166666668,77221457498.0
2018,9,Delhi,5880.92610528,10.791802494392522,12.52,18467129.333333332,74791873800.0
2018,10,Delhi,947.102823709,4.710641955882354,12.58,18482297.5,77348415022.0
2018,11,Delhi,155.679278268,2.4725319535315986,12.64,18497465.666666668,74914735950.0
2018,12,Delhi,59.051087008,1.836977873770492,12.74,18512633.833333332,77475372608.0
2019,1,Delhi,1616.678066205,3.9320818847507337,12.84,18527802.0,77538851370.0
2019,2,Delhi,1764.297473913,7.63187309448052,12.6475,18543062.0,70092774360.0
2019,3,Delhi,502.938556814,4.899392568914957,12.455,18558322.0,77666577570.0
2019,4,Delhi,853.127165655,3.8664689266666663,12.2625,18573582.0,75223007100.0
2019,5,Delhi,2184.411160492,4.765461136070381,12.07,18588842.0,77794303770.0
2019,6,Delhi,542.240054079,2.73112274,12.31,18604102.0,75346613100.0
2019,7,Delhi,9905.330877107,7.626082909384165,12.55,18619362.0,77922029970.0
2019,8,Delhi,11067.099313876,11.07752761026393,12.79,18634622.0,77985893070.0
2019,9,Delhi,5353.839679759,9.074294281212122,12.716666666666669,18649882.0,75532022100.0
2019,10,Delhi,1891.720540223,7.276854866275659,12.643333333333333,18665142.0,78113619270.0
2019,11,Delhi,500.87332565,4.2021974757575755,12.57,18680402.0,75655628100.0
2019,12,Delhi,1478.917287541,6.500852571554253,12.325,18695662.0,78241345470.0
2020,1,Delhi,872.725134758,4.025012619287834,12.08,18710922.0,78305208570.0
2020,2,Delhi,555.712380215,3.039360649375,12.262857142857143,18865928.5,71313209744.0
2020,3,Delhi,5123.103157328,8.466193018672199,12.445714285714285,19020935.0,79602612975.0
2020,4,Delhi,753.108323662,4.3752179040963854,12.628571428571428,19175941.5,77662563060.0
2020,5,Delhi,5365.633861121,6.74292723430657,12.811428571428571,19330948.0,80900017380.0
2020,6,Delhi,1781.288786349,5.775520050931677,12.994285714285716,19485954.5,78918115740.0
2020,7,Delhi,9447.595026928,9.516715516717325,13.177142857142856,19640961.0,82197421785.0
2020,8,Delhi,9689.484188645,11.102685292413794,13.36,19795967.5,82846123972.0
2020,9,Delhi,1074.23690916,5.593909210909091,13.72,19950974.0,80801444700.0
2020,10,Delhi,374.597299299,1.778449574729242,14.08,20105980.5,84143528408.0
2020,11,Delhi,249.971591478,1.45212889535865,14.44,20260987.0,82056997350.0
2020,12,Delhi,121.055272079,1.3377178615384615,14.085,20415993.5,85440932782.0
2021,1,Delhi,434.245242156,4.947468036363636,13.73,20571000.0,86089635000.0
2021,2,Delhi,220.354468206,2.9215479159090907,13.417142857142858,20603833.333333332,77882490000.0
2021,3,Delhi,641.036194995,2.0005311278592375,13.104285714285714,20636666.666666668,86364450000.0
2021,4,Delhi,931.769633731,1.559448995151515,12.791428571428572,20669500.0,83711475000.0
2021,5,Delhi,5798.141560063,4.521236448093841,12.478571428571428,20702333.333333332,86639265000.0
2021,6,Delhi,3480.574298646,4.763701663939393,12.165714285714284,20735166.666666668,83977425000.0
2021,7,Delhi,18592.164633569,8.653941298240468,11.85285714285714,20768000.0,86914080000.0
2021,8,Delhi,14572.733324013,10.045860872727271,11.54,20800833.333333332,87051487500.0
2021,9,Delhi,15072.499736195,11.896750786206896,11.76,20833666.666666668,84376350000.0
2021,10,Delhi,4419.355723494,6.233422423376624,11.98,20866500.0,87326302500.0
2021,11,Delhi,48.050091661,,12.2,20899333.333333332,84642300000.0
2021,12,Delhi,288.926855098,3.3652521240469206,12.145,20932166.666666668,87601117500.0
2022,1,Delhi,3376.45176001,8.815769971732523,12.09,20965000.0,87738525000.0
2022,2,Delhi,1194.949402965,7.282406056818182,12.0075,20997833.333333332,79371810000.0
2022,3,Delhi,506.319451434,3.2532649291553137,11.925,21030666.666666668,88013340000.0
2022,4,Delhi,1649.394726791,1.5308470981818183,11.8425,21063500.0,85307175000.0
2022,5,Delhi,2865.556771943,3.4034833356083087,11.76,21096333.333333332,88288155000.0
2022,6,Delhi,4165.639738894,4.627013202227273,11.733333333333333,21129166.666666668,85573125000.0
2022,7,Delhi,5575.785196585,9.156352910520534,11.706666666666669,21162000.0,88562970000.0
2022,8,Delhi,1292.4976876674,8.265714657872728,11.68,21194833.333333332,88700377500.0
2022,9,Delhi,3824.7721170233,7.208515176071819,9.82,21227666.666666668,85972050000.0
2022,10,Delhi,2269.5189638193,8.76452926971437,7.959999999999999,21260500.0,88975192500.0
2022,11,Delhi,0.3427477681999999,3.618114735238558,6.1,21293333.333333332,86238000000.0
2022,12,Delhi,0.0026685107,2.132449475964223,22.03,21326166.666666668,89250007500.0
2023,1,Delhi,303.1577789096,1.8504421744368116,24.955,21359000.0,89387415000.0
2023,2,Delhi,1.07740715,3.1875322552666665,25.07,21391750.0,80860815000.0
2023,3,Delhi,1069.3465813394,3.664036890871884,25.355,21424500.0,89661532500.0
2023,4,Delhi,199.1880977354,4.82272712326976,25.596666666666664,21457250.0,86901862500.0
2023,5,Delhi,1695.1832175733,5.105665285756305,27.046666666666667,21490000.0,89935650000.0
2023,6,Delhi,2367.4462620502,6.3091452643729555,28.17,21522750.0,87167137500.0
2023,7,Delhi,7041.2563057591,10.288508930740688,28.86,21555500.0,90209767500.0
2023,8,Delhi,1816.7075714286,8.316270279713692,27.153333333333336,21588250.0,90346826250.0
2023,9,Delhi,1981.7655174205,7.533409987825251,30.80333333333333,21621000.0,87565050000.0
2023,10,Delhi,134.3984078669,3.8649170210970953,23.596666666666664,21653750.0,90620943750.0
2023,11,Delhi,190.4932434871,2.7531561954685713,19.463333333333335,21686500.0,87830325000.0
2023,12,Delhi,2.4122305575,2.3854462140651687,19.326666666666664,21719250.0,90895061250.0
2024,1,Delhi,30.29523125,2.0657580529037616,16.646666666666665,21752000.0,91032120000.0
2024,2,Delhi,314.445885411,4.306213111047022,15.163333333333334,21784833.333333332,82346670000.0
2024,3,Delhi,93.3157952644,2.7165859187222874,41.46166666666667,21817666.666666668,91306935000.0
2024,4,Delhi,8.0560840537,1.2025524484442005,67.76,21850500.0,88494525000.0
2024,5,Delhi,10.7739269433,1.4974414344985338,-10.636666666666668,21883333.333333332,91581750000.0
2024,6,Delhi,1284.6126583094,2.7110367675103033,-13.736666666666666,21916166.666666668,88760475000.0
2024,7,Delhi,1367.4584770337,8.893985325842207,-12.35,21949000.0,91856565000.0
2024,8,Delhi,2866.1907436059,12.229502646969502,-13.653333333333334,21981833.333333332,91993972500.0
2024,9,Delhi,1408.6639857353,10.651408013361213,-17.233333333333334,22014666.666666668,89159400000.0
2024,10,Delhi,0.5533492917,5.44609320280303,-11.646666666666668,22047500.0,92268787500.0
2024,11,Delhi,0.0,,-11.973333333333334,22080333.333333332,89425350000.0
2024,12,Delhi,562.6321937679,,-12.84666666666667,22113166.666666668,92543602500.0
2025,1,Delhi,293.5969118964,7.60023398653145,,,
2025,2,Delhi,66.4519442552,3.8202906480065457,,,
2025,3,Delhi,14.8682243596,2.083219558433728,,,
2025,4,Delhi,87.3936249408,1.696672451348125,,,
2025,5,Delhi,2208.9525895294,6.426158349266666,,,
2025,6,Delhi,1341.4829298164,5.763700175848181,,,
2018,1,Goa,0.0,,5.23,1542750.0,6456408750.0
2018,2,Goa,0.0,,5.397500000000001,1544557.1666666667,5838426104.0
2018,3,Goa,2.384298576,,5.565,1546364.3333333333,6471534735.0
2018,4,Goa,9.803200569,,5.7325,1548171.5,6270094560.0
2018,5,Goa,25.931841401,,5.9,1549978.6666666667,6486660720.0
2018,6,Goa,266.82406194,,5.01,1551785.8333333333,6284732640.0
2018,7,Goa,1838.582238154,25.10626694375,4.12,1553593.0,6501786705.0
2018,8,Goa,2991.48723536,26.658853503225806,3.23,1555400.1666666667,6509349682.0
2018,9,Goa,1859.170642543,21.415837356666668,3.875,1557207.3333333333,6306689700.0
2018,10,Goa,558.673787951,23.20771293064516,4.52,1559014.5,6524475698.0
2018,11,Goa,277.038224658,15.44810885,5.165,1560821.6666666667,6321327750.0
2018,12,Goa,18.338902907,12.580709596774192,5.2225,1562628.8333333333,6539601652.0
2019,1,Goa,0.0,9.519007011290324,5.28,1564436.0,6547164660.0
2019,2,Goa,0.0,8.981542685714286,5.445,1566253.8333333333,5920439504.0
2019,3,Goa,9.162835495,8.550206919354839,5.61,1568071.6666666667,6562379925.0
2019,4,Goa,32.848692368,7.334155335,5.775,1569889.5,6358052460.0
2019,5,Goa,17.261949099,7.6400519,5.94,1571707.3333333333,6577595190.0
2019,6,Goa,2817.25698012,20.806509086666665,5.1433333333333335,1573525.1666666667,6372776940.0
2019,7,Goa,4938.358749427,28.66469847580645,4.346666666666667,1575343.0,6592810455.0
2019,8,Goa,5862.372332484,28.59930626612903,3.55,1577160.8333333333,6600418072.0
2019,9,Goa,3241.205752491,28.390660398333335,3.766666666666666,1578978.6666666667,6394863600.0
2019,10,Goa,2832.174461107,27.140126317741935,3.983333333333333,1580796.5,6615633368.0
2019,11,Goa,111.574576821,17.99979202833333,4.199999999999999,1582614.3333333333,6409588050.0
2019,12,Goa,28.042354719,12.935801866129031,4.529999999999999,1584432.1666666667,6630848602.0
2020,1,Goa,1.072354432,9.460959458064517,4.859999999999999,1586250.0,6638456250.0
2020,2,Goa,0.34058752,8.539453548275862,4.885,1583979.1666666667,5987441264.0
2020,3,Goa,9.474139311,8.425783735483872,4.909999999999999,1581708.3333333333,6619449375.0
2020,4,Goa,55.898880431,8.847369751666667,4.935,1579437.5,6396721860.0
2020,5,Goa,161.737560571,12.90432828548387,4.959999999999999,1577166.6666666667,6600442500.0
2020,6,Goa,2887.538003482,25.27455487,4.984999999999999,1574895.8333333333,6378328140.0
2020,7,Goa,3000.857266786,27.084594235483873,5.01,1572625.0,6581435625.0
2020,8,Goa,747.439911187,26.657362329032257,5.034999999999999,1570354.1666666667,6571932172.0
2020,9,Goa,587.131717565,26.988561455000003,5.06,1568083.3333333333,6350737500.0
2020,10,Goa,688.428308009,24.890627917741934,5.084999999999999,1565812.5,6552925328.0
2020,11,Goa,0.868220886,15.303501135,5.109999999999999,1563541.6666666667,6332343750.0
2020,12,Goa,51.976314407,14.013720251612902,5.215,1561270.8333333333,6533918422.0
2021,1,Goa,105.578778952,14.19885845483871,5.32,1559000.0,6524415000.0
2021,2,Goa,58.666073836,12.123127139285714,5.152857142857143,1559666.6666666667,5895540000.0
2021,3,Goa,21.973826482,13.00242555,4.985714285714286,1560333.3333333333,6529995000.0
2021,4,Goa,161.9813532,13.180699444999998,4.818571428571429,1561000.0,6322050000.0
2021,5,Goa,1794.260382937,20.431705377419355,4.651428571428572,1561666.6666666667,6535575000.0
2021,6,Goa,4311.025718722,26.84038899333333,4.484285714285715,1562333.3333333333,6327450000.0
2021,7,Goa,5572.785224938,28.31599146451613,4.317142857142858,1563000.0,6541155000.0
2021,8,Goa,1644.414900882,26.362853636666667,4.15,1563666.6666666667,6543945000.0
2021,9,Goa,2437.245066765,26.7264797637931,4.5200000000000005,1564333.3333333333,6335550000.0
2021,10,Goa,1205.02312633,26.49344674285714,4.89,1565000.0,6549525000.0
2021,11,Goa,933.310008984,,5.26,1565666.6666666667,6340950000.0
2021,12,Goa,344.30260153,19.089012437096777,5.5575,1566333.3333333333,6555105000.0
2022,1,Goa,3.2415606379999997,12.188420083333334,5.855,1567000.0,6557895000.0
2022,2,Goa,0.169296295,10.623021325,5.97875,1562666.6666666667,5906880000.0
2022,3,Goa,28.755571868,10.562739204838708,6.1025,1558333.3333333333,6521625000.0
2022,4,Goa,354.288023314,15.214323421666668,6.22625,1554000.0,6293700000.0
2022,5,Goa,454.876379745,18.891721858333337,6.35,1549666.6666666667,6485355000.0
2022,6,Goa,2713.290265463,24.230402332003333,5.506666666666666,1545333.3333333333,6258600000.0
2022,7,Goa,5015.869438388,27.15505337962258,4.663333333333333,1541000.0,6449085000.0
2022,8,Goa,1921.923150213,26.878042373904837,3.82,1536666.6666666667,6430950000.0
2022,9,Goa,1512.6310522669,25.496710534813335,4.286666666666667,1532333.3333333333,6205950000.0
2022,10,Goa,744.7219906806,22.339613958269357,4.753333333333334,1528000.0,6394680000.0
2022,11,Goa,39.0537967574,14.8724716111,5.220000000000001,1523666.6666666667,6170850000.0
2022,12,Goa,29.6520383392,12.638009525117742,5.675000000000001,1519333.3333333333,6358410000.0
2023,1,Goa,0.0361030215,10.772864875481668,6.13,1515000.0,6340275000.0
2023,2,Goa,0.0037236868,10.143352582964814,6.26375,1520666.6666666667,5748120000.0
2023,3,Goa,1.7907712012,9.775546357364998,6.3975,1526333.3333333333,6387705000.0
2023,4,Goa,11.8426370536,9.475222988903331,6.53125,1532000.0,6204600000.0
2023,5,Goa,123.8583258555,11.343449280688713,6.665,1537666.6666666667,6435135000.0
2023,6,Goa,1979.2280072474,20.985437002673333,6.008333333333334,1543333.3333333333,6250500000.0
2023,7,Goa,7113.7932850836,28.98010739537742,5.351666666666667,1549000.0,6482565000.0
2023,8,Goa,1110.991643132,25.500272058935483,4.695,1554666.6666666667,6506280000.0
2023,9,Goa,1809.1421722954,25.40899165729,4.89,1560333.3333333333,6319350000.0
2023,10,Goa,468.688231623,20.19965842951739,5.085,1566000.0,6553710000.0
2023,11,Goa,283.4245419217,18.92385629754,5.279999999999999,1571666.6666666667,6365250000.0
2023,12,Goa,0.5366588236000001,13.250731182730645,8.01,1577333.3333333333,6601140000.0
2024,1,Goa,7.6477721762,11.212509232132758,8.15,1583000.0,6624855000.0
2024,2,Goa,0.0205522371,10.284817903055172,8.49,1577666.6666666667,5963580000.0
2024,3,Goa,1.4336913568999998,10.04919099787097,3.125000000000001,1572333.3333333333,6580215000.0
2024,4,Goa,72.8400611486,12.276198310393331,-2.2399999999999984,1567000.0,6346350000.0
2024,5,Goa,172.6005448714,17.08386969068871,-7.605,1561666.6666666667,6535575000.0
2024,6,Goa,1716.1417283434,26.41412019617833,-7.23,1556333.3333333333,6303150000.0
2024,7,Goa,3792.5946866364,28.04351317147857,-4.825,1551000.0,6490935000.0
2024,8,Goa,1326.0711369896,28.125305052891935,-5.885,1545666.6666666667,6468615000.0
2024,9,Goa,622.1963676936,26.767113421455,-6.295,1540333.3333333333,6238350000.0
2024,10,Goa,643.3323581455,26.664835108891666,-6.905,1535000.0,6423975000.0
2024,11,Goa,148.3229024092,,-7.565,1529666.6666666667,6195150000.0
2024,12,Goa,42.678828128,,-7.944999999999999,1524333.3333333333,6379335000.0
2025,1,Goa,0.1070490434,,,,
2025,2,Goa,0.0071677706,,,,
2025,3,Goa,35.0778496486,,,,
2025,4,Goa,34.037112217,,,,
2025,5,Goa,2163.6474576198,,,,
2025,6,Goa,2887.2567413094,,,,
2018,1,Gujarat,0.0,,14.235,63907200.0,267451632000.0
2018,2,Gujarat,0.0,,15.213125,63905745.5,241563717976.0
2018,3,Gujarat,0.0,,16.19125,63904291.0,267439457835.0
2018,4,Gujarat,0.394352926,,17.169375000000002,63902836.5,258806487840.0
2018,5,Gujarat,0.607111126,,18.1475,63901382.0,267427283670.0
2018,6,Gujarat,0.249639559,,16.690166666666666,63899927.5,258794706360.0
2018,7,Gujarat,1450.484380327,23.095513085314685,15.232833333333334,63898473.0,267415109505.0
2018,8,Gujarat,10131.459600146,21.547106627740497,13.7755,63897018.5,267409022438.0
2018,9,Gujarat,3524.9198144956,14.701395580588237,14.4116,63895564.0,258777034200.0
2018,10,Gujarat,1077.293023713,7.260216995546129,15.0477,63894109.5,267396848242.0
2018,11,Gujarat,37.813915892,4.911033154041916,15.6838,63892655.0,258765252750.0
2018,12,Gujarat,9.25966652,3.507180477379734,16.3199,63891200.5,267384674108.0
2019,1,Gujarat,1.188154246,2.7792712201474203,16.956,63889746.0,267378587010.0
2019,2,Gujarat,25.113243791,2.793432217307692,17.1485,63888300.416666664,241497775568.0
2019,3,Gujarat,0.149903971,2.7274610244114004,17.341,63886854.833333336,267366487462.0
2019,4,Gujarat,60.909342918,1.866503453737374,17.5335,63885409.25,258735907470.0
2019,5,Gujarat,21.329305776,1.509540845524862,17.726,63883963.666666664,267354387945.0
2019,6,Gujarat,4148.413875448,9.65857250536105,15.9135,63882518.083333336,258724198230.0
2019,7,Gujarat,7674.415322537,22.171047486464648,14.101,63881072.5,267342288428.0
2019,8,Gujarat,11648.621841925,27.399552723167155,12.2885,63879626.916666664,267336238654.0
2019,9,Gujarat,11670.381466919,30.143136421497328,12.362166666666669,63878181.333333336,258706634400.0
2019,10,Gujarat,2005.839698165,22.058801276666667,12.435833333333331,63876735.75,267324139106.0
2019,11,Gujarat,415.018644445,18.79349678808081,12.5095,63875290.166666664,258694925160.0
2019,12,Gujarat,21.574557285,11.412540238888887,13.15,63873844.583333336,267312039589.0
2020,1,Gujarat,8.096219774,10.211749238205366,13.7905,63872399.0,267305989815.0
2020,2,Gujarat,3.745226508,9.959346728239607,13.480571428571428,64365365.75,243301082528.0
2020,3,Gujarat,50.632945582,9.984503235784311,13.170642857142855,64858332.5,271432121528.0
2020,4,Gujarat,12.722361855,10.11234217826087,12.860714285714286,65351299.25,264672761970.0
2020,5,Gujarat,34.854733288,9.747401921107263,12.550785714285714,65844266.0,275558253210.0
2020,6,Gujarat,4638.940748976,20.361738615555556,12.240857142857145,66337232.75,268665792630.0
2020,7,Gujarat,5989.4379865867,25.16497873675464,11.930928571428572,66830199.5,279684384892.0
2020,8,Gujarat,4074.190843347,27.67923104379771,11.621,67323166.25,281747450764.0
2020,9,Gujarat,2352.55099191,26.904710233829363,11.959,67816133.0,274655338650.0
2020,10,Gujarat,352.702746282,17.741385606362154,12.297,68309099.75,285873582446.0
2020,11,Gujarat,0.470021844,13.580653828883293,12.635,68802066.5,278648369340.0
2020,12,Gujarat,158.661726948,13.781532423651452,13.29575,69295033.25,289999714159.0
2021,1,Gujarat,82.14376944199999,12.56660522184707,13.9565,69788000.0,292062780000.0
2021,2,Gujarat,4.180669647999999,11.158024872352284,13.880571428571429,69859666.66666667,264069540000.0
2021,3,Gujarat,7.774664968,9.07899319009236,13.804642857142856,69931333.33333333,292662630000.0
2021,4,Gujarat,63.861864528,10.863834197732428,13.728714285714286,70003000.0,283512150000.0
2021,5,Gujarat,2391.237410213,15.44502283447236,13.652785714285717,70074666.66666667,293262480000.0
2021,6,Gujarat,4077.473713644,20.44357645245327,13.576857142857143,70146333.33333333,284092650000.0
2021,7,Gujarat,6438.13734187,23.143161346779387,13.500928571428572,70218000.0,293862330000.0
2021,8,Gujarat,2294.952442469,19.77453908951965,13.425,70289666.66666667,294162255000.0
2021,9,Gujarat,12562.219562074,27.49390696123302,13.281666666666666,70361333.33333333,284963400000.0
2021,10,Gujarat,836.851409561,24.637684013636363,13.138333333333334,70433000.0,294762105000.0
2021,11,Gujarat,465.729229918,,12.995,70504666.66666667,285543900000.0
2021,12,Gujarat,817.724966744,17.245115256402737,13.1245,70576333.33333333,295361955000.0
2022,1,Gujarat,80.48879547199999,15.079443494035088,13.254,70648000.0,295661880000.0
2022,2,Gujarat,1.346439388,13.335101767126194,14.060125,70719583.33333333,267320025000.0
2022,3,Gujarat,4.0001091650000005,12.268688482205029,14.86625,70791166.66666667,296261032500.0
2022,4,Gujarat,13.202600389,11.67567994499514,15.672375,70862750.0,286994137500.0
2022,5,Gujarat,1.7907049549999998,11.006722926855469,16.4785,70934333.33333333,296860185000.0
2022,6,Gujarat,1680.276491815,15.833976068858956,14.902,71005916.66666667,287573962500.0
2022,7,Gujarat,14423.738698958,26.66525892027635,13.3255,71077500.0,297459337500.0
2022,8,Gujarat,6929.3904660806,26.796475860129153,11.749,71149083.33333333,297758913750.0
2022,9,Gujarat,4042.1838958912,23.19111298343116,12.189666666666668,71220666.66666667,288443700000.0
2022,10,Gujarat,926.2252876093,17.722157980994364,12.630333333333336,71292250.0,298358066250.0
2022,11,Gujarat,0.7730565052,12.988872406973384,13.071000000000002,71363833.33333333,289023525000.0
2022,12,Gujarat,16.0964214456,11.965326589944969,19.329666666666668,71435416.66666667,298957218750.0
2023,1,Gujarat,38.0545485816,11.834214165066337,25.588333333333335,71507000.0,299256795000.0
2023,2,Gujarat,2.6212600515,11.91492885836411,38.510555555555555,71578666.66666667,270567360000.0
2023,3,Gujarat,443.725450551,13.306401448309378,51.43277777777778,71650333.33333333,299856645000.0
2023,4,Gujarat,100.0850847883,12.703278233257276,64.355,71722000.0,290474100000.0
