year,month,state,rainfall,soil_moisture,groundwater_level,population,population_consumption_per_month
2023,12,Madhya Pradesh,402.3674147022,21.864272726699458,9.845348837209302,87524083.33333333,366288288750.0
2024,1,Madhya Pradesh,157.510470888,20.5065006651152,11.285,87610000.0,366647850000.0
2024,2,Madhya Pradesh,231.7834883246,19.17270312835093,12.301136363636363,87696166.66666667,331491510000.0
2024,3,Madhya Pradesh,273.9238186896,17.38377820718524,11.185568181818182,87782333.33333333,367369065000.0
2024,4,Madhya Pradesh,146.7564727156,14.005158790436822,10.07,87868500.0,355867425000.0
2024,5,Madhya Pradesh,288.9049078693,14.320119478959205,-15.72,87954666.66666667,368090280000.0
2024,6,Madhya Pradesh,3193.6542757459,21.27119776337686,-17.359318181818182,88040833.33333333,356565375000.0
2024,7,Madhya Pradesh,7400.8120202442,28.651905158682144,-15.29681818181818,88127000.0,368811495000.0
2024,8,Madhya Pradesh,11053.952516373,33.286218216316556,-10.66681818181818,88213166.66666667,369172102500.0
2024,9,Madhya Pradesh,8254.5774705308,31.46726092091985,-9.137727272727274,88299333.33333333,357612300000.0
2024,10,Madhya Pradesh,758.4215315405,26.821742985669957,-9.313636363636364,88385500.0,369893317500.0
2024,11,Madhya Pradesh,2.8923655743,,-10.76,88471666.66666667,358310250000.0
2024,12,Madhya Pradesh,205.61306916,,-11.786818181818182,88557833.33333333,370614532500.0
2025,1,Madhya Pradesh,76.4358395968,,,,
2025,2,Madhya Pradesh,21.6023323187,,,,
2025,3,Madhya Pradesh,150.003999624,,,,
2025,4,Madhya Pradesh,307.1002885266,,,,
2025,5,Madhya Pradesh,2945.4971408912,,,,
2025,6,Madhya Pradesh,10237.0897467462,,,,
2018,1,Maharashtra,0.0,,6.4403125,120837347.0,505704297195.0
2018,2,Maharashtra,0.0,,6.709045138888889,121016146.33333331,457441033140.0
2018,3,Maharashtra,200.186486839,,6.977777777777778,121194945.66666669,507200847615.0
2018,4,Maharashtra,42.984301136,,7.646388888888889,121373745.0,491563667250.0
2018,5,Maharashtra,233.5418394,,8.315,121552544.33333331,508697398035.0
2018,6,Maharashtra,195.039865654,,7.046666666666666,121731343.66666669,493011941850.0
2018,7,Maharashtra,5902.270141804,25.991317279166665,5.778333333333332,121910143.0,510193948455.0
2018,8,Maharashtra,13475.386493626,26.04988537293907,4.51,122088942.33333331,510942223665.0
2018,9,Maharashtra,6902.650329894,18.726950409351858,3.969,122267741.66666669,495184353750.0
2018,10,Maharashtra,2094.705436593,12.323580822849465,3.428,122446541.0,512438774085.0
2018,11,Maharashtra,531.966655694,7.40162441675926,4.55,122625340.33333331,496632628350.0
2018,12,Maharashtra,215.80815277,5.381115076523297,6.025,122804139.66666669,513935324505.0
2019,1,Maharashtra,81.74284323,3.9935706725,7.5,122982939.0,514683599715.0
2019,2,Maharashtra,20.585474511,3.974778909982789,7.830625,122996379.33333331,464926313880.0
2019,3,Maharashtra,84.420733079,3.8179518383424407,8.161249999999999,123009819.66666669,514796095305.0
2019,4,Maharashtra,346.498653907,4.08330976251932,8.953125,123023260.0,498244203000.0
2019,5,Maharashtra,77.315747168,2.71292839632287,9.745,123036700.33333331,514908590895.0
2019,6,Maharashtra,5956.210221172,15.000115382222225,8.075208333333332,123050140.66666669,498353069700.0
2019,7,Maharashtra,13791.181068054,30.313838190192115,6.405416666666666,123063581.0,515021086485.0
2019,8,Maharashtra,11911.159926603,29.862147851792113,4.735625,123077021.33333331,515077334280.0
2019,9,Maharashtra,14519.053299976,33.10521883861111,3.6883680555555554,123090461.66666669,498516369750.0
2019,10,Maharashtra,7185.663089471,30.359796467821784,2.641111111111111,123103902.0,515189829870.0
2019,11,Maharashtra,760.455080574,23.74627891444445,3.9321875,123117342.33333331,498625236450.0
2019,12,Maharashtra,52.06773483,12.981218204301076,4.66015625,123130782.66666669,515302325460.0
2020,1,Maharashtra,109.879699564,12.353457336108598,5.388125,123144223.0,515358573255.0
2020,2,Maharashtra,119.705772072,11.687006360823757,5.064107142857143,123251954.41666669,465892387688.0
2020,3,Maharashtra,497.780148491,13.208154703928264,4.740089285714285,123359685.83333331,516260285197.0
2020,4,Maharashtra,669.122452666,15.405219001770735,4.416071428571429,123467417.25,500043039870.0
2020,5,Maharashtra,770.25816529,16.23668195098039,4.092053571428571,123575148.66666669,517161997170.0
2020,6,Maharashtra,8883.80274037,27.277941686328873,3.7680357142857144,123682880.08333331,500915664330.0
2020,7,Maharashtra,8318.497008796,30.867869979619854,3.4440178571428572,123790611.5,518063709112.0
2020,8,Maharashtra,4933.170952523,31.6400635196986,3.12,123898342.91666669,518514565114.0
2020,9,Maharashtra,5329.055462424,32.23597350286396,3.3219607843137258,124006074.33333331,502224601050.0
2020,10,Maharashtra,3088.778649455,25.44788244777871,3.523921568627451,124113805.75,519416277056.0
2020,11,Maharashtra,81.706611751,17.17688463812245,3.7258823529411766,124221537.16666669,503097225540.0
2020,12,Maharashtra,167.678745137,14.579170272782411,4.598566176470588,124329268.58333331,520317989029.0
2021,1,Maharashtra,252.876280814,14.053967169982078,5.47125,124437000.0,520768845000.0
2021,2,Maharashtra,210.260849504,12.67469509563492,5.1649553571428575,124518166.66666669,470678670000.0
2021,3,Maharashtra,223.251138073,11.611907035744236,4.8586607142857146,124599333.33333331,521448210000.0
2021,4,Maharashtra,373.316192337,14.916796522407408,4.552366071428572,124680500.0,504956025000.0
2021,5,Maharashtra,3117.281332465,19.174166424399615,4.246071428571429,124761666.66666669,522127575000.0
2021,6,Maharashtra,10226.668607143,26.46723817222672,3.939776785714286,124842833.33333331,505613475000.0
2021,7,Maharashtra,15193.803388674,28.951186389516128,3.633482142857143,124924000.0,522806940000.0
2021,8,Maharashtra,6482.369560989,26.05955484601852,3.3271875,125005166.66666669,523146622500.0
2021,9,Maharashtra,11455.889072345,29.82224713342912,2.7230381944444444,125086333.33333331,506599650000.0
2021,10,Maharashtra,2964.902686624,27.946534467315175,2.118888888888889,125167500.0,523825987500.0
2021,11,Maharashtra,629.804093118,,3.7465625,125248666.66666669,507257100000.0
2021,12,Maharashtra,904.930627112,18.518030877777775,4.25828125,125329833.33333331,524505352500.0
2022,1,Maharashtra,150.507952409,16.36177715111111,4.77,125411000.0,524845035000.0
2022,2,Maharashtra,18.594535791,14.289827696626984,5.033333333333333,125492166.66666669,474360390000.0
2022,3,Maharashtra,49.7832781499,13.208109094566352,5.296666666666667,125573333.33333331,525524400000.0
2022,4,Maharashtra,213.0316290141,13.260887009722223,9.7,125654500.0,508900725000.0
2022,5,Maharashtra,415.2266145188,13.717973426213591,7.3959375,125735666.66666669,526203765000.0
2022,6,Maharashtra,4705.736726737,21.267324194750184,5.928229166666666,125816833.33333331,509558175000.0
2022,7,Maharashtra,16357.755107372,30.131199841468277,4.460520833333334,125898000.0,526883130000.0
2022,8,Maharashtra,8493.3034209583,28.837542990423255,2.9928125,125979166.66666669,527222812500.0
2022,9,Maharashtra,8668.0653452224,29.129279709761807,3.3277083333333333,126060333.33333331,510544350000.0
2022,10,Maharashtra,3642.2057339631,26.71149361776443,3.662604166666666,126141500.0,527902177500.0
2022,11,Maharashtra,27.9184720435,16.92133126577864,3.9975,126222666.66666669,511201800000.0
2022,12,Maharashtra,19.6281365049,13.6103103470612,4.719675925925926,126303833.33333331,528581542500.0
2023,1,Maharashtra,6.5549678947,12.61542877919398,5.441851851851852,126385000.0,528921225000.0
2023,2,Maharashtra,2.932658236,12.200105230689095,4.814,126466250.0,478042425000.0
2023,3,Maharashtra,358.8363284576,13.316601766434538,5.8127272727272725,126547500.0,529601287500.0
2023,4,Maharashtra,782.4671757476,15.513567858184537,6.383944281524927,126628750.0,512846437500.0
2023,5,Maharashtra,830.9035597464,17.33507028072509,6.9551612903225815,126710000.0,530281350000.0
2023,6,Maharashtra,4258.8000327713,18.59955320384685,6.241330645161291,126791250.0,513504562500.0
2023,7,Maharashtra,16134.0123476049,29.55526093351658,5.5275,126872500.0,530961412500.0
2023,8,Maharashtra,3348.2450038032,24.392275072509765,6.841428571428572,126953750.0,531301443750.0
2023,9,Maharashtra,7008.0159224284,26.478493212193147,10.072692307692307,127035000.0,514491750000.0
2023,10,Maharashtra,438.1953127039,19.263638581528745,9.466153846153846,127116250.0,531981506250.0
2023,11,Maharashtra,1024.5071432325,15.223063050902798,10.743846153846151,127197500.0,515149875000.0
2023,12,Maharashtra,195.6688370808,18.689314643115857,10.67576923076923,127278750.0,532661568750.0
2024,1,Maharashtra,62.474765281100005,15.36432054498441,11.02076923076923,127360000.0,533001600000.0
2024,2,Maharashtra,74.3094344905,13.825365363114004,11.981923076923076,127441166.66666669,481727610000.0
2024,3,Maharashtra,128.2084842947,13.5555629039698,3.4483190883190886,127522333.33333331,533680965000.0
2024,4,Maharashtra,422.7464485651,14.451739729943512,-5.085284900284899,127603500.0,516794175000.0
2024,5,Maharashtra,842.6572939818,16.3587232493375,-13.618888888888888,127684666.66666669,534360330000.0
2024,6,Maharashtra,5777.7343302953,24.67198592214747,-14.61962962962963,127765833.33333331,517451625000.0
2024,7,Maharashtra,15112.2652795951,28.832116567949704,-11.944814814814814,127847000.0,535039695000.0
2024,8,Maharashtra,8962.0578146897,30.78135642848633,-9.324444444444444,127928166.66666669,535379377500.0
2024,9,Maharashtra,8212.6096987973,30.557431428888084,-8.155555555555557,128009333.33333331,518437800000.0
2024,10,Maharashtra,3456.5624252707,27.88170010782788,-8.18074074074074,128090500.0,536058742500.0
2024,11,Maharashtra,109.1826821978,,-9.091111111111111,128171666.66666669,519095250000.0
2024,12,Maharashtra,52.5757952623,,-10.00814814814815,128252833.33333331,536738107500.0
2025,1,Maharashtra,3.8880399441,,,,
2025,2,Maharashtra,2.2115714964,,,,
2025,3,Maharashtra,43.4621674937,,,,
2025,4,Maharashtra,513.7645155581,,,,
2025,5,Maharashtra,10731.7309833038,,,,
2025,6,Maharashtra,14051.8969391514,,,,
2018,1,Manipur,103.313590713,,,3008546.0,12590765010.0
2018,2,Manipur,27.267221183,,,3011725.9166666665,11384323972.0
2018,3,Manipur,114.390530555,,,3014905.8333333335,12617380928.0
2018,4,Manipur,813.415498522,,,3018085.75,12223247280.0
2018,5,Manipur,1804.555047194,,,3021265.6666666665,12643996815.0
2018,6,Manipur,3090.278835178,,,3024445.5833333335,12249004620.0
2018,7,Manipur,9914.22179599,26.83470157734375,,3027625.5,12670612702.0
2018,8,Manipur,12385.052679094,26.414709516129033,,3030805.4166666665,12683920661.0
2018,9,Manipur,5210.051437773,21.984202052291668,,3033985.3333333335,12287640600.0
2018,10,Manipur,3047.160228788,19.27574903487903,,3037165.25,12710536579.0
2018,11,Manipur,858.830364439,17.612591099166664,,3040345.1666666665,12313397940.0
2018,12,Manipur,410.322405143,15.432202933870968,,3043525.0833333335,12737152466.0
2019,1,Manipur,91.313941973,14.172040960887095,,3046705.0,12750460425.0
2019,2,Manipur,953.187261823,13.848056411830356,,3050441.6666666665,11530669500.0
2019,3,Manipur,1305.410295914,16.23476899455645,,3054178.3333333335,12781736325.0
2019,4,Manipur,3431.042760624,19.457095310416666,,3057915.0,12384555750.0
2019,5,Manipur,4582.282012521,19.52610419133065,,3061651.6666666665,12813012225.0
2019,6,Manipur,5700.167815427,21.834663180625,,3065388.3333333335,12414822750.0
2019,7,Manipur,8161.416688527,23.801953889717744,,3069125.0,12844288125.0
2019,8,Manipur,6719.965204607,24.28722915504032,,3072861.6666666665,12859926075.0
2019,9,Manipur,9870.584299782,24.987776506041666,,3076598.3333333335,12460223250.0
2019,10,Manipur,5162.626275512,24.261813744153223,,3080335.0,12891201975.0
2019,11,Manipur,1242.406170516,21.444131694583337,,3084071.6666666665,12490490250.0
2019,12,Manipur,301.856484611,16.37398315120968,,3087808.3333333335,12922477875.0
2020,1,Manipur,1311.896865932,17.91900934798387,,3091545.0,12938115825.0
2020,2,Manipur,249.364969304,15.342480082974138,,3097666.25,11709178432.0
2020,3,Manipur,465.823433328,15.085567525403226,,3103787.5,12989350672.0
2020,4,Manipur,5622.693108326,18.955421789583333,,3109908.75,12595130430.0
2020,5,Manipur,4561.398576493,19.038855476008063,,3116030.0,13040585550.0
2020,6,Manipur,7912.763650014,22.906399186041664,,3122151.25,12644712570.0
2020,7,Manipur,7259.5572287,23.82150814596774,,3128272.5,13091820428.0
2020,8,Manipur,4768.730323931,24.128660414717743,,3134393.75,13117437836.0
2020,9,Manipur,3698.962679299,24.337757588333332,,3140515.0,12719085750.0
2020,10,Manipur,3540.090764402,19.42622589435484,,3146636.25,13168672714.0
2020,11,Manipur,1974.072778945,17.09818644625,,3152757.5,12768667860.0
2020,12,Manipur,171.683109503,12.623929807862904,,3158878.75,13219907561.0
2021,1,Manipur,993.742942339,12.458813005846771,,3165000.0,13245525000.0
2021,2,Manipur,0.96689523,11.053957045535714,,3167416.6666666665,11972835000.0
2021,3,Manipur,1732.432049339,13.085638544758064,,3169833.3333333335,13265752500.0
2021,4,Manipur,1992.69299136,16.369134372083334,,3172250.0,12847612500.0
2021,5,Manipur,4656.989479369,19.056378709475805,,3174666.6666666665,13285980000.0
2021,6,Manipur,5040.649810236,18.980648584791663,,3177083.3333333335,12867187500.0
2021,7,Manipur,6906.067519116,20.164115583064515,,3179500.0,13306207500.0
2021,8,Manipur,7404.806380049,19.903833075,,3181916.6666666665,13316321250.0
2021,9,Manipur,4561.188243261,18.90901615021552,,3184333.3333333335,12896550000.0
2021,10,Manipur,1818.398213296,17.080657422767857,,3186750.0,13336548750.0
2021,11,Manipur,93.4027852,,,3189166.6666666665,12916125000.0
2021,12,Manipur,1787.580203415,16.244732996169354,,3191583.3333333335,13356776250.0
2022,1,Manipur,823.940631407,15.241284623333334,,3194000.0,13366890000.0
2022,2,Manipur,1066.096480952,15.840901315848214,,3196416.6666666665,12082455000.0
2022,3,Manipur,495.253858153,13.453596774596772,,3198833.3333333335,13387117500.0
2022,4,Manipur,5181.0611735082,18.561727119583335,,3201250.0,12965062500.0
2022,5,Manipur,7389.3284178323,20.834116295833333,,3203666.6666666665,13407345000.0
2022,6,Manipur,8670.141344409,21.180329431538333,,3206083.3333333335,12984637500.0
2022,7,Manipur,5326.6487099914,19.312463870501816,,3208500.0,13427572500.0
2022,8,Manipur,4831.6714341406,20.242502182679235,,3210916.6666666665,13437686250.0
2022,9,Manipur,2993.2485812874,18.600502687143127,,3213333.3333333335,13014000000.0
2022,10,Manipur,2616.8944513830997,17.58201663678609,,3215750.0,13457913750.0
2022,11,Manipur,10.1188137359,14.381974025434696,,3218166.6666666665,13033575000.0
2022,12,Manipur,219.9024257435,10.410777508479232,,3220583.3333333335,13478141250.0
2023,1,Manipur,6.9769210808,10.44871926165396,,3223000.0,13488255000.0
2023,2,Manipur,21.9513972339,10.789974501260415,,3225500.0,12192390000.0
2023,3,Manipur,943.0398047767,12.666074909295416,,3228000.0,13509180000.0
2023,4,Manipur,1740.7232135663,16.297493196057083,,3230500.0,13083525000.0
2023,5,Manipur,2279.1195160322,17.370060849883064,,3233000.0,13530105000.0
2023,6,Manipur,5001.1644901758,18.696431122316252,,3235500.0,13103775000.0
2023,7,Manipur,4325.7467603851,18.958073419283668,,3238000.0,13551030000.0
2023,8,Manipur,5182.5399711546,19.119978592861692,,3240500.0,13561492500.0
2023,9,Manipur,3562.3966133005,18.623543203163127,,3243000.0,13134150000.0
2023,10,Manipur,956.7803738548,16.640660881247825,,3245500.0,13582417500.0
2023,11,Manipur,1977.6154325724,16.20594334497396,,3248000.0,13154400000.0
2023,12,Manipur,750.9251487515,16.24166325320262,,3250500.0,13603342500.0
2024,1,Manipur,14.9203574837,13.68482962506875,,3253000.0,13613805000.0
2024,2,Manipur,366.541447252,13.093209143264223,,3255416.6666666665,12305475000.0
2024,3,Manipur,646.5580185402999,12.043907329207864,,3257833.3333333335,13634032500.0
2024,4,Manipur,1315.766849812,10.588614541998709,,3260250.0,13204012500.0
2024,5,Manipur,2956.1141805946,12.990258883043143,,3262666.6666666665,13654260000.0
2024,6,Manipur,2907.1653036517,18.360789838851876,,3265083.3333333335,13223587500.0
2024,7,Manipur,4404.574480044,20.519066126755355,,3267500.0,13674487500.0
2024,8,Manipur,6605.3759840476,24.250625973203228,,3269916.6666666665,13684601250.0
2024,9,Manipur,3724.6405426463,21.995588037515414,,3272333.3333333335,13252950000.0
2024,10,Manipur,2980.6545849454,24.312349393529686,,3274750.0,13704828750.0
2024,11,Manipur,416.3231451901,,,3277166.6666666665,13272525000.0
2024,12,Manipur,110.3077390833,,,3279583.3333333335,13725056250.0
2025,1,Manipur,32.7311904275,,,,
2025,2,Manipur,87.1864726217,,,,
2025,3,Manipur,239.6397831665,,,,
2025,4,Manipur,1249.9869062372,,,,
2025,5,Manipur,3268.6474993322,,,,
2025,6,Manipur,5520.0473719338,,,,
2018,1,Meghalaya,72.787238152,,2.6525,3276323.0,13711411755.0
2018,2,Meghalaya,38.154880831,,2.85125,3280049.25,12398586172.0
2018,3,Meghalaya,243.715619786,,3.05,3283775.5,13742600452.0
2018,4,Meghalaya,504.676250474,,2.7683999999999997,3287501.75,13314382080.0
2018,5,Meghalaya,2061.273605393,,2.4867999999999997,3291228.0,13773789180.0
2018,6,Meghalaya,4440.424190208,,2.2052,3294954.25,13344564720.0
2018,7,Meghalaya,9047.848462262,30.571838297727275,1.9236,3298680.5,13804977908.0
2018,8,Meghalaya,10920.403575458,29.973258978005862,1.642,3302406.75,13820572241.0
2018,9,Meghalaya,9013.131045664,28.234268414848486,1.706888888888889,3306133.0,13389838650.0
2018,10,Meghalaya,4431.70021123,23.454522900293256,1.771777777777778,3309859.25,13851760969.0
2018,11,Meghalaya,858.8895870919999,21.365695171515153,1.836666666666667,3313585.5,13420021260.0
2018,12,Meghalaya,316.352905732,20.13996626129032,2.2191666666666667,3317311.75,13882949666.0
2019,1,Meghalaya,14.285872337,18.52273300058651,2.6016666666666666,3321038.0,13898544030.0
2019,2,Meghalaya,875.306756006,17.519908568181815,2.6849999999999996,3324844.0,12567910320.0
2019,3,Meghalaya,1325.481096776,20.31360681612903,2.768333333333333,3328650.0,13930400250.0
2019,4,Meghalaya,5069.952340855,25.51596356787879,2.5443333333333333,3332456.0,13496446800.0
2019,5,Meghalaya,12170.338044644,27.09070397888563,2.320333333333333,3336262.0,13962256470.0
2019,6,Meghalaya,12407.288025327,27.164743059696967,2.0963333333333334,3340068.0,13527275400.0
2019,7,Meghalaya,23296.196142273,29.324241299706745,1.8723333333333336,3343874.0,13994112690.0
2019,8,Meghalaya,6893.791312743,28.721931994134895,1.6483333333333334,3347680.0,14010040800.0
2019,9,Meghalaya,11282.295162721,29.66738505363636,1.6528888888888889,3351486.0,13573518300.0
2019,10,Meghalaya,7055.596406055,27.263894771847507,1.6574444444444445,3355292.0,14041897020.0
2019,11,Meghalaya,432.276162155,23.458537273030306,1.662,3359098.0,13604346900.0
2019,12,Meghalaya,59.35529183,20.40534412052786,2.0493333333333332,3362904.0,14073753240.0
2020,1,Meghalaya,392.847489204,19.577106004398825,2.4366666666666665,3366710.0,14089681350.0
2020,2,Meghalaya,513.8580144919999,17.744837570532916,2.357333333333333,3360150.8333333335,12701370136.0
2020,3,Meghalaya,688.691893052,19.54937508357771,2.278,3353591.6666666665,14034781125.0
2020,4,Meghalaya,7870.891555948,23.566859636969696,2.1986666666666665,3347032.5,13555481640.0
2020,5,Meghalaya,14169.699870715,25.53326315542522,2.119333333333333,3340473.3333333335,13979880900.0
2020,6,Meghalaya,18481.051266111,28.583155644545453,2.04,3333914.1666666665,13502352360.0
2020,7,Meghalaya,19816.677125654,29.34021452756598,1.9606666666666663,3327355.0,13924980675.0
2020,8,Meghalaya,2761.006647847,27.047829503519058,1.881333333333333,3320795.8333333335,13897530578.0
2020,9,Meghalaya,7988.134022668,29.907919683939394,1.802,3314236.6666666665,13422658500.0
2020,10,Meghalaya,4289.835086546,24.89281900909091,1.7226666666666666,3307677.5,13842630322.0
2020,11,Meghalaya,346.296848157,20.733799193939394,1.643333333333333,3301118.3333333335,13369529250.0
2020,12,Meghalaya,302.816643631,17.005290580938414,2.2491666666666665,3294559.1666666665,13787730128.0
2021,1,Meghalaya,207.771034047,15.642804418768328,2.855,3288000.0,13760280000.0
2021,2,Meghalaya,39.615145052,14.572446116233763,2.847142857142857,3290500.0,12438090000.0
2021,3,Meghalaya,1715.201631205,17.821788503225807,2.8392857142857144,3293000.0,13781205000.0
2021,4,Meghalaya,4625.87024197,23.31225934151515,2.8314285714285714,3295500.0,13346775000.0
2021,5,Meghalaya,10461.738258543,25.50636968123167,2.8235714285714284,3298000.0,13802130000.0
2021,6,Meghalaya,17837.666462107,26.45870552,2.8157142857142854,3300500.0,13367025000.0
2021,7,Meghalaya,10692.453251655,26.595229468328448,2.807857142857143,3303000.0,13823055000.0
2021,8,Meghalaya,17783.840810525,27.333374425454547,2.8,3305500.0,13833517500.0
2021,9,Meghalaya,4879.152231004,25.723780472100316,2.4816666666666665,3308000.0,13397400000.0
2021,10,Meghalaya,4550.4302664,24.864440573376623,2.163333333333333,3310500.0,13854442500.0
2021,11,Meghalaya,4.759925636,,1.845,3313000.0,13417650000.0
2021,12,Meghalaya,331.087350453,17.257305181818182,2.53625,3315500.0,13875367500.0
2022,1,Meghalaya,771.92863717,19.410689234242422,3.2275,3318000.0,13885830000.0
2022,2,Meghalaya,1244.329471177,21.447100925,2.7920833333333333,3320583.3333333335,12551805000.0
2022,3,Meghalaya,1843.680719398,18.658509822873903,2.356666666666667,3323166.6666666665,13907452500.0
2022,4,Meghalaya,11517.4621021136,25.386491788181814,2.1943333333333337,3325750.0,13469287500.0
2022,5,Meghalaya,17683.41174162,26.16165047272727,2.032,3328333.3333333335,13929075000.0
2022,6,Meghalaya,33018.482334469,28.13473262873212,1.8696666666666668,3330916.6666666665,13490212500.0
2022,7,Meghalaya,8091.491103482,25.91754430310411,1.7073333333333334,3333500.0,13950697500.0
2022,8,Meghalaya,6943.5931262017,25.68770430540293,1.545,3336083.3333333335,13961508750.0
2022,9,Meghalaya,7221.2840691742,25.904505694568485,1.602777777777778,3338666.6666666665,13521600000.0
2022,10,Meghalaya,6891.701446829,25.638534364786512,1.6605555555555556,3341250.0,13983131250.0
2022,11,Meghalaya,26.9917732674,19.799405308369906,1.7183333333333335,3343833.3333333335,13542525000.0
2022,12,Meghalaya,50.712167533,16.052858895310266,2.7263095238095234,3346416.6666666665,14004753750.0
2023,1,Meghalaya,1.1637959826,15.050565412214546,3.734285714285714,3349000.0,14015565000.0
2023,2,Meghalaya,132.1619216917,14.56951686345522,4.365714285714285,3354083.3333333335,12678435000.0
2023,3,Meghalaya,2210.6066386381,18.258037604837273,4.997142857142856,3359166.6666666665,14058112500.0
2023,4,Meghalaya,2909.7253925034,21.84616437674697,6.583571428571428,3364250.0,13625212500.0
2023,5,Meghalaya,4035.6623438472,23.63943817561173,8.17,3369333.3333333335,14100660000.0
2023,6,Meghalaya,17951.4601836689,25.43665296783606,7.635,3374416.6666666665,13666387500.0
2023,7,Meghalaya,9346.6351430395,25.52623379485396,7.362500000000001,3379500.0,14143207500.0
2023,8,Meghalaya,10879.9286294355,25.87605222957595,6.663333333333333,3384583.3333333335,14164481250.0
2023,9,Meghalaya,5038.5556708679,24.90594481333303,4.5425,3389666.6666666665,13728150000.0
2023,10,Meghalaya,2974.6617413493,22.73218447972846,3.6625,3394750.0,14207028750.0
2023,11,Meghalaya,352.768819106,19.293657119041217,4.005,3399833.3333333335,13769325000.0
2023,12,Meghalaya,549.940872941,20.167439658107917,4.1075,3404916.6666666665,14249576250.0
2024,1,Meghalaya,3.9503870616,17.364374664437932,4.255,3410000.0,14270850000.0
2024,2,Meghalaya,202.5976911722,16.481189963449527,4.4,3410000.0,12889800000.0
2024,3,Meghalaya,192.5839251414,11.932377219374487,-0.0599999999999996,3410000.0,14270850000.0
2024,4,Meghalaya,151.12405496510002,5.644211146571787,-4.52,3410000.0,13810500000.0
2024,5,Meghalaya,1154.459699279,7.346612264895601,-8.98,3410000.0,14270850000.0
2024,6,Meghalaya,8489.4080451674,22.14431715919394,-8.74,3410000.0,13810500000.0
2024,7,Meghalaya,4775.260244531,25.13475820483734,-8.452,3410000.0,14270850000.0
2024,8,Meghalaya,5099.8034450399,28.60824997555396,-8.264,3410000.0,14270850000.0
2024,9,Meghalaya,4177.5127501088,27.205274869609397,-8.15,3410000.0,13810500000.0
2024,10,Meghalaya,1776.6230017698,28.33235008304697,-8.741999999999999,3410000.0,14270850000.0
2024,11,Meghalaya,52.6366336091,,-9.206,3410000.0,13810500000.0
2024,12,Meghalaya,4.5516817091,,-10.402,3410000.0,14270850000.0
2025,1,Meghalaya,23.7276236739,,,,
2025,2,Meghalaya,211.4226579803,,,,
2025,3,Meghalaya,201.3181897339,,,,
2025,4,Meghalaya,4055.2999280741,,,,
2025,5,Meghalaya,9225.116708441,,,,
2025,6,Meghalaya,6103.9736784276,,,,
2018,1,Mizoram,78.757932187,,,1205974.0,5047001190.0
2018,2,Mizoram,39.850732235,,,1207356.0,4563805680.0
2018,3,Mizoram,52.434780827,,,1208738.0,5058568530.0
2018,4,Mizoram,263.575439533,,,1210120.0,4900986000.0
2018,5,Mizoram,819.84997603,,,1211502.0,5070135870.0
2018,6,Mizoram,2339.393393696,,,1212884.0,4912180200.0
2018,7,Mizoram,5688.998227893,30.94024821875,,1214266.0,5081703210.0
2018,8,Mizoram,7370.583688519,30.68615524435484,,1215648.0,5087486880.0
2018,9,Mizoram,6327.8774579070005,28.906635484166667,,1217030.0,4928971500.0
2018,10,Mizoram,3971.323469604,25.826754903225808,,1218412.0,5099054220.0
2018,11,Mizoram,1599.130984049,22.10254165875,,1219794.0,4940165700.0
2018,12,Mizoram,176.022705355,19.61643840685484,,1221176.0,5110621560.0
2019,1,Mizoram,0.4863647359999999,18.2970569127451,,1222558.0,5116405230.0
2019,2,Mizoram,208.194089955,16.84752881778846,,1223948.5,4626525344.0
2019,3,Mizoram,172.858320577,18.488881120967743,,1225339.0,5128043715.0
2019,4,Mizoram,521.114805047,22.339704487179485,,1226729.5,4968254460.0
2019,5,Mizoram,1481.623381823,23.36970483682433,,1228120.0,5139682200.0
2019,6,Mizoram,2379.87070322,25.833815321848743,,1229510.5,4979517540.0
2019,7,Mizoram,4572.698085419,29.396158104838708,,1230901.0,5151320685.0
2019,8,Mizoram,2037.113998809,29.780935365146583,,1232291.5,5157139912.0
2019,9,Mizoram,1914.77954913,30.17618522291667,,1233682.0,4996412100.0
2019,10,Mizoram,741.827726529,27.837605003225807,,1235072.5,5168778428.0
2019,11,Mizoram,267.295568944,23.488998446666667,,1236463.0,5007675150.0
2019,12,Mizoram,31.293977827,19.100403658870967,,1237853.5,5180416882.0
2020,1,Mizoram,817.932766129,20.383277001209677,,1239244.0,5186236140.0
2020,2,Mizoram,101.118527305,17.373700069396552,,1237307.0,4677020460.0
2020,3,Mizoram,35.459428082,15.719199976612904,,1235370.0,5170023450.0
2020,4,Mizoram,3506.456938027,21.08656469875,,1233433.0,4995403650.0
2020,5,Mizoram,3996.497806769,21.624602765725808,,1231496.0,5153810760.0
2020,6,Mizoram,4353.062313608,25.510084149583335,,1229559.0,4979713950.0
2020,7,Mizoram,4720.592986894,26.467176591129032,,1227622.0,5137598070.0
2020,8,Mizoram,2811.834534939,28.78257636612903,,1225685.0,5129491725.0
2020,9,Mizoram,2150.085719015,28.422944775833333,,1223748.0,4956179400.0
2020,10,Mizoram,2739.653676917,23.4153784625,,1221811.0,5113279035.0
2020,11,Mizoram,744.095060958,19.555227714583335,,1219874.0,4940489700.0
2020,12,Mizoram,193.861259988,16.273125643951612,,1217937.0,5097066345.0
2021,1,Mizoram,619.496002112,14.891654378225804,,1216000.0,5088960000.0
2021,2,Mizoram,0.0,12.726367984375,,1216916.6666666667,4599945000.0
